Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
11.42100;134.6321;1.935535;4.320154;-0.4679908;-3.967438;99.95468
11.42934;134.7172;1.935438;4.320883;-0.4681539;-3.969425;100.1100
11.43767;134.8009;1.935355;4.321319;-0.4683378;-3.971593;99.92734
11.44600;134.8847;1.935255;4.321970;-0.4685074;-3.973638;100.0041
11.45434;134.9661;1.935192;4.321982;-0.4687170;-3.976020;99.98999
11.46266;135.0507;1.935128;4.322237;-0.4689122;-3.978284;100.0275
11.47100;135.1336;1.935069;4.323032;-0.4690720;-3.980250;99.98187
11.47933;135.2197;1.935018;4.323636;-0.4692446;-3.982323;99.97920
11.48767;135.3012;1.934898;4.324330;-0.4694114;-3.984350;99.97912
11.49600;135.3839;1.934860;4.325414;-0.4695522;-3.986154;100.0132
11.50434;135.4650;1.934800;4.325878;-0.4697342;-3.988310;100.0409
11.51266;135.5518;1.934764;4.326320;-0.4699180;-3.990484;99.97719
11.52100;135.6384;1.934707;4.327112;-0.4700794;-3.992469;100.0018
11.52934;135.7209;1.934644;4.328114;-0.4702265;-3.994332;100.0304
11.53766;135.8026;1.934569;4.328928;-0.4703865;-3.996307;99.98828
11.54600;135.8849;1.934513;4.329289;-0.4705753;-3.998526;99.96922
11.55434;135.9644;1.934464;4.329852;-0.4707504;-4.000625;100.0041
11.56267;136.0518;1.934448;4.330469;-0.4709213;-4.002690;99.98492
11.57100;136.1303;1.934434;4.331040;-0.4710951;-4.004778;99.99824
11.57934;136.2167;1.934382;4.331357;-0.4712862;-4.007015;100.0075
11.58766;136.2996;1.934292;4.332234;-0.4714404;-4.008941;100.0066
11.59600;136.3852;1.934205;4.332246;-0.4716519;-4.011354;99.97866
11.60433;136.4698;1.934142;4.332372;-0.4718551;-4.013696;100.0410
11.61267;136.5485;1.934081;4.333080;-0.4720194;-4.015704;99.98992
11.62100;136.6385;1.934052;4.333654;-0.4721934;-4.017800;100.0073
11.62934;136.7173;1.933966;4.334862;-0.4723258;-4.019540;99.97999
11.63766;136.8011;1.933862;4.335876;-0.4724716;-4.021400;100.0297
11.64600;136.8830;1.933751;4.336306;-0.4726554;-4.023580;100.0200
11.65434;136.9652;1.933698;4.337037;-0.4728188;-4.025586;99.98671
11.66266;137.0498;1.933636;4.338168;-0.4729561;-4.027370;99.99328
11.67100;137.1326;1.933575;4.339197;-0.4731003;-4.029214;99.94288
11.67934;137.2191;1.933473;4.340170;-0.4732481;-4.031091;100.0463
11.68767;137.2960;1.933380;4.340800;-0.4734168;-4.033140;100.0065
11.69600;137.3804;1.933290;4.341180;-0.4736022;-4.035335;99.93449
11.70434;137.4644;1.933195;4.342016;-0.4737578;-4.037274;100.0144
11.71266;137.5481;1.933109;4.342685;-0.4739238;-4.039301;100.0384
11.72100;137.6313;1.933036;4.343344;-0.4740908;-4.041340;100.0038
11.72933;137.7159;1.932979;4.344346;-0.4742359;-4.043193;99.97234
11.73767;137.7984;1.932880;4.345018;-0.4744030;-4.045237;100.0067
11.74600;137.8780;1.932851;4.345160;-0.4746036;-4.047563;100.0268
11.75434;137.9649;1.932759;4.345612;-0.4747843;-4.049720;100.0059
11.76266;138.0460;1.932774;4.346762;-0.4749188;-4.051482;99.95462
11.77100;138.1260;1.932700;4.347866;-0.4750562;-4.053270;100.0251
11.77934;138.2131;1.932705;4.348730;-0.4752100;-4.055200;100.0299
11.78766;138.2933;1.932632;4.349572;-0.4753646;-4.057135;99.99460
11.79600;138.3789;1.932620;4.350025;-0.4755448;-4.059292;99.98469
11.80434;138.4624;1.932563;4.350594;-0.4757174;-4.061382;100.0223
11.81267;138.5478;1.932526;4.351324;-0.4758800;-4.063388;99.97912
11.82100;138.6303;1.932486;4.352060;-0.4760418;-4.065388;100.0563
11.82934;138.7130;1.932356;4.353176;-0.4761796;-4.067188;99.92456
11.83766;138.7953;1.932337;4.353910;-0.4763416;-4.069189;100.0166
11.84600;138.8834;1.932248;4.354798;-0.4764944;-4.071113;99.98028
11.85433;138.9621;1.932236;4.355828;-0.4766392;-4.072966;100.0120
11.86267;139.0407;1.932127;4.356590;-0.4768004;-4.074949;99.99158
11.87100;139.1284;1.932108;4.357512;-0.4769520;-4.076846;99.98838
11.87934;139.2118;1.931982;4.358848;-0.4770783;-4.078523;100.0084
11.88766;139.2958;1.931951;4.359636;-0.4772404;-4.080500;100.0116
11.89600;139.3774;1.931830;4.360504;-0.4773968;-4.082420;99.98902
11.90434;139.4576;1.931774;4.361672;-0.4775341;-4.084174;100.0326
11.91266;139.5417;1.931750;4.362406;-0.4777000;-4.086164;100.0086
11.92100;139.6249;1.931695;4.363344;-0.4778536;-4.088044;99.91428
11.92934;139.7042;1.931623;4.364604;-0.4779854;-4.089735;100.0416
11.93767;139.7905;1.931528;4.366000;-0.4781084;-4.091350;100.0544
11.94600;139.8811;1.931470;4.367450;-0.4782306;-4.092966;99.91447
11.95434;139.9627;1.931375;4.367954;-0.4784148;-4.095112;100.0213
11.96266;140.0372;1.931345;4.368365;-0.4786022;-4.097281;100.0095
11.97100;140.1250;1.931261;4.369680;-0.4787306;-4.098945;100.0168
11.97933;140.2059;1.931226;4.370868;-0.4788684;-4.100693;100.0107
11.98767;140.2954;1.931149;4.371837;-0.4790211;-4.102569;99.98516
11.99600;140.3776;1.931093;4.373266;-0.4791448;-4.104200;100.0350
12.00434;140.4584;1.931010;4.374539;-0.4792778;-4.105909;99.95684
12.01266;140.5356;1.930976;4.375390;-0.4794378;-4.107848;100.0493
12.02100;140.6183;1.930906;4.375775;-0.4796270;-4.110037;99.94462
12.02934;140.7050;1.930875;4.376572;-0.4797885;-4.111985;100.0184
12.03766;140.7861;1.930787;4.377831;-0.4799194;-4.113670;99.99296
12.04600;140.8660;1.930722;4.379191;-0.4800446;-4.115310;100.0264
12.05434;140.9542;1.930656;4.380388;-0.4801813;-4.117050;99.95910
12.06267;141.0378;1.930609;4.381141;-0.4803469;-4.119038;100.0165
12.07100;141.1192;1.930540;4.381770;-0.4805191;-4.121082;100.0221
12.07934;141.2022;1.930474;4.382618;-0.4806769;-4.122998;99.97541
12.08766;141.2861;1.930429;4.383530;-0.4808312;-4.124889;100.0056
12.09600;141.3713;1.930336;4.384346;-0.4809922;-4.126839;99.97736
12.10433;141.4573;1.930297;4.385216;-0.4811526;-4.128792;100.0347
12.11267;141.5416;1.930194;4.385764;-0.4813331;-4.130916;99.99726
12.12100;141.6194;1.930174;4.387066;-0.4814636;-4.132609;99.95691
12.12934;141.7082;1.930121;4.387910;-0.4816246;-4.134566;100.0277
12.13766;141.7929;1.930047;4.388834;-0.4817816;-4.136491;100.0046
12.14600;141.8745;1.929939;4.389924;-0.4819261;-4.138306;100.0077
12.15434;141.9600;1.929850;4.391104;-0.4820664;-4.140088;99.99770
12.16266;142.0417;1.929773;4.391957;-0.4822274;-4.142048;99.99359
12.17100;142.1206;1.929716;4.393334;-0.4823530;-4.143700;100.0023
12.17934;142.2042;1.929646;4.394269;-0.4825074;-4.145602;100.0178
12.18767;142.2893;1.929595;4.395087;-0.4826681;-4.147556;100.0006
12.19600;142.3685;1.929511;4.396208;-0.4828086;-4.149332;99.98859
12.20434;142.4534;1.929459;4.397276;-0.4829532;-4.151148;100.0490
12.21266;142.5306;1.929387;4.398452;-0.4830904;-4.152898;99.97997
12.22100;142.6177;1.929344;4.399086;-0.4832603;-4.154924;99.98038
12.22933;142.6982;1.929301;4.400106;-0.4834062;-4.156748;99.96524
12.23767;142.7852;1.929306;4.400860;-0.4835694;-4.158719;100.0521
12.24600;142.8713;1.929251;4.401972;-0.4837097;-4.160496;99.98381
12.25434;142.9544;1.929216;4.403052;-0.4838541;-4.162314;99.99441
12.26266;143.0349;1.929172;4.404436;-0.4839780;-4.163952;99.98843
12.27100;143.1167;1.929104;4.405686;-0.4841094;-4.165655;100.0199
12.27934;143.1967;1.929076;4.406724;-0.4842550;-4.167480;99.99303
12.28766;143.2826;1.929005;4.407416;-0.4844226;-4.169494;100.0023
12.29600;143.3658;1.928970;4.407989;-0.4845992;-4.171590;99.99250
12.30434;143.4467;1.928916;4.408740;-0.4847641;-4.173586;99.96562
12.31267;143.5329;1.928886;4.409760;-0.4849116;-4.175430;100.0571
12.32100;143.6129;1.928792;4.410987;-0.4850449;-4.177152;99.94613
12.32934;143.6997;1.928736;4.411774;-0.4852064;-4.179116;100.0236
12.33766;143.7816;1.928636;4.411910;-0.4854094;-4.181434;99.97669
12.34600;143.8619;1.928600;4.412502;-0.4855832;-4.183506;99.97525
12.35433;143.9491;1.928535;4.413600;-0.4857248;-4.185300;100.0409
12.36267;144.0321;1.928500;4.414887;-0.4858554;-4.187004;100.0025
12.37100;144.1187;1.928452;4.416384;-0.4859728;-4.188594;100.0380
12.37934;144.2004;1.928380;4.418314;-0.4860611;-4.189932;99.96328
12.38766;144.2830;1.928310;4.420316;-0.4861458;-4.191242;100.0001
12.39600;144.3636;1.928244;4.421840;-0.4862606;-4.192810;100.0304
12.40434;144.4486;1.928201;4.423056;-0.4863950;-4.194546;99.95291
12.41266;144.5286;1.928141;4.424680;-0.4865029;-4.196054;100.0276
12.42100;144.6138;1.928081;4.426683;-0.4865860;-4.197348;100.0325
12.42934;144.6934;1.928010;4.428172;-0.4867020;-4.198924;99.96811
12.43767;144.7797;1.927954;4.429528;-0.4868272;-4.200582;99.97119
12.44600;144.8690;1.927873;4.430660;-0.4869671;-4.202367;100.0724
12.45434;144.9456;1.927784;4.432160;-0.4870826;-4.203941;99.96932
12.46266;145.0284;1.927732;4.433520;-0.4872066;-4.205588;99.96113
12.47100;145.1140;1.927688;4.434224;-0.4873730;-4.207600;100.0367
12.47933;145.1980;1.927615;4.435088;-0.4875296;-4.209530;99.94803
